Feature ID	Taxon
Gottfriedia luciferensis	k__ ; p__Bacillota; c__Bacilli; o__Bacillales; f__Bacillaceae; g__Gottfriedia; s__Gottfriedia luciferensis
Streptococcus mitis	k__ ; p__Bacillota; c__Bacilli; o__Lactobacillales; f__Streptococcaceae; g__Streptococcus; s__Streptococcus mitis
Streptococcus sp. UMB1385	k__ ; p__Bacillota; c__Bacilli; o__Lactobacillales; f__Streptococcaceae; g__Streptococcus; s__Streptococcus sp. UMB1385
Streptococcus cristatus	k__ ; p__Bacillota; c__Bacilli; o__Lactobacillales; f__Streptococcaceae; g__Streptococcus; s__Streptococcus cristatus
Streptococcus infantis	k__ ; p__Bacillota; c__Bacilli; o__Lactobacillales; f__Streptococcaceae; g__Streptococcus; s__Streptococcus infantis
Streptococcus oralis	k__ ; p__Bacillota; c__Bacilli; o__Lactobacillales; f__Streptococcaceae; g__Streptococcus; s__Streptococcus oralis
Granulicatella adiacens	k__ ; p__Bacillota; c__Bacilli; o__Lactobacillales; f__Carnobacteriaceae; g__Granulicatella; s__Granulicatella adiacens
Lachnoanaerobaculum saburreum	k__ ; p__Bacillota; c__Clostridia; o__Lachnospirales; f__Lachnospiraceae; g__Lachnoanaerobaculum; s__Lachnoanaerobaculum saburreum
Filifactor alocis	k__ ; p__Bacillota; c__Clostridia; o__Peptostreptococcales; f__Filifactoraceae; g__Filifactor; s__Filifactor alocis
Mogibacterium timidum	k__ ; p__Bacillota; c__Clostridia; o__Peptostreptococcales; f__Anaerovoracaceae; g__Mogibacterium; s__Mogibacterium timidum
[Eubacterium] nodatum	k__ ; p__Bacillota; c__Clostridia; o__Peptostreptococcales; f__Anaerovoracaceae; g__ ; s__[Eubacterium] nodatum
Levyella massiliensis	k__ ; p__Bacillota; c__Clostridia; o__Eubacteriales; f__ ; g__Levyella; s__Levyella massiliensis
Veillonella tobetsuensis	k__ ; p__Bacillota; c__Negativicutes; o__Veillonellales; f__Veillonellaceae; g__Veillonella; s__Veillonella tobetsuensis
Selenomonas noxia	k__ ; p__Bacillota; c__Negativicutes; o__Selenomonadales; f__Selenomonadaceae; g__Selenomonas; s__Selenomonas noxia
Planctomycetes bacterium SV_7m_r	k__ ; p__Planctomycetota; c__Planctomycetia; o__Pirellulales; f__Pirellulaceae; g__Stieleria; s__Stieleria bergensis
Opitutae bacterium ISCC 52	k__ ; p__Verrucomicrobiota; c__Opitutia; o__ ; f__ ; g__ ; s__Opitutia bacterium ISCC 52
Candidatus Gracilibacteria bacterium GN02-872	k__ ; p__Candidatus Altimarinota; c__ ; o__ ; f__ ; g__ ; s__Candidatus Gracilibacteria bacterium GN02-872
Leptotrichia sp. oral taxon 212	k__ ; p__Fusobacteriota; c__Fusobacteriia; o__Fusobacteriales; f__Leptotrichiaceae; g__Leptotrichia; s__Leptotrichia sp. oral taxon 212
Leptotrichia buccalis	k__ ; p__Fusobacteriota; c__Fusobacteriia; o__Fusobacteriales; f__Leptotrichiaceae; g__Leptotrichia; s__Leptotrichia buccalis
Shewanella putrefaciens	k__ ; p__Pseudomonadota; c__Gammaproteobacteria; o__Alteromonadales; f__Shewanellaceae; g__Shewanella; s__Shewanella putrefaciens
Acinetobacter sp. ANC 4910	k__ ; p__Pseudomonadota; c__Gammaproteobacteria; o__Moraxellales; f__Moraxellaceae; g__Acinetobacter; s__Acinetobacter sp. ANC 4910
Acinetobacter sp. SFB	k__ ; p__Pseudomonadota; c__Gammaproteobacteria; o__Moraxellales; f__Moraxellaceae; g__Acinetobacter; s__Acinetobacter sp. SFB
Curvibacter delicatus	k__ ; p__Pseudomonadota; c__Betaproteobacteria; o__Burkholderiales; f__Comamonadaceae; g__Curvibacter; s__Curvibacter delicatus
Limnohabitans sp. Jir72	k__ ; p__Pseudomonadota; c__Betaproteobacteria; o__Burkholderiales; f__Comamonadaceae; g__Limnohabitans; s__Limnohabitans sp. Jir72
Hydrogenophaga sp. Root209	k__ ; p__Pseudomonadota; c__Betaproteobacteria; o__Burkholderiales; f__Comamonadaceae; g__Hydrogenophaga; s__Hydrogenophaga sp. Root209
Polaromonas sp.	k__ ; p__Pseudomonadota; c__Betaproteobacteria; o__Burkholderiales; f__Comamonadaceae; g__Polaromonas; s__Polaromonas sp.
Sphingobacteriia bacterium	k__ ; p__Bacteroidota; c__Sphingobacteriia; o__ ; f__ ; g__ ; s__Sphingobacteriia bacterium
Gammaproteobacteria bacterium HGW-Gammaproteobacteria-13	k__ ; p__Pseudomonadota; c__Gammaproteobacteria; o__ ; f__ ; g__ ; s__Gammaproteobacteria bacterium HGW-Gammaproteobacteria-13
Gammaproteobacteria bacterium MOLA455	k__ ; p__Pseudomonadota; c__Gammaproteobacteria; o__Cellvibrionales; f__Porticoccaceae; g__ ; s__Gammaproteobacteria bacterium MOLA455
Cellvibrionales bacterium UBA1963	k__ ; p__Pseudomonadota; c__Gammaproteobacteria; o__Cellvibrionales; f__ ; g__ ; s__Cellvibrionales bacterium UBA1963
Cellvibrionales bacterium UBA2618	k__ ; p__Pseudomonadota; c__Gammaproteobacteria; o__Cellvibrionales; f__ ; g__ ; s__Cellvibrionales bacterium UBA2618
Colwellia sp. 12G3	k__ ; p__Pseudomonadota; c__Gammaproteobacteria; o__Alteromonadales; f__Colwelliaceae; g__Colwellia; s__Colwellia sp. 12G3
Colwellia sp. MB3u-41	k__ ; p__Pseudomonadota; c__Gammaproteobacteria; o__Alteromonadales; f__Colwelliaceae; g__Colwellia; s__Colwellia sp. MB3u-41
Colwellia sp. 75C3	k__ ; p__Pseudomonadota; c__Gammaproteobacteria; o__Alteromonadales; f__Colwelliaceae; g__Colwellia; s__Colwellia sp. 75C3
Colwellia sp. PAMC 20917	k__ ; p__Pseudomonadota; c__Gammaproteobacteria; o__Alteromonadales; f__Colwelliaceae; g__Colwellia; s__Colwellia sp. PAMC 20917
Colwellia sp. BRX10-3	k__ ; p__Pseudomonadota; c__Gammaproteobacteria; o__Alteromonadales; f__Colwelliaceae; g__Colwellia; s__Colwellia sp. BRX10-3
Colwellia sp. C1TZA3	k__ ; p__Pseudomonadota; c__Gammaproteobacteria; o__Alteromonadales; f__Colwelliaceae; g__Colwellia; s__Colwellia sp. C1TZA3
Colwellia sp. TT2012	k__ ; p__Pseudomonadota; c__Gammaproteobacteria; o__Alteromonadales; f__Colwelliaceae; g__Colwellia; s__Colwellia sp. TT2012
Colwellia sp. 20A7	k__ ; p__Pseudomonadota; c__Gammaproteobacteria; o__Alteromonadales; f__Colwelliaceae; g__Colwellia; s__Colwellia sp. 20A7
Colwellia hornerae	k__ ; p__Pseudomonadota; c__Gammaproteobacteria; o__Alteromonadales; f__Colwelliaceae; g__Colwellia; s__Colwellia hornerae
Colwellia psychrerythraea	k__ ; p__Pseudomonadota; c__Gammaproteobacteria; o__Alteromonadales; f__Colwelliaceae; g__Colwellia; s__Colwellia psychrerythraea
Colwellia demingiae	k__ ; p__Pseudomonadota; c__Gammaproteobacteria; o__Alteromonadales; f__Colwelliaceae; g__Colwellia; s__Colwellia demingiae
Colwellia piezophila	k__ ; p__Pseudomonadota; c__Gammaproteobacteria; o__Alteromonadales; f__Colwelliaceae; g__Colwellia; s__Colwellia piezophila
Paraglaciecola psychrophila	k__ ; p__Pseudomonadota; c__Gammaproteobacteria; o__Alteromonadales; f__Alteromonadaceae; g__Paraglaciecola; s__Paraglaciecola psychrophila
Paraglaciecola sp. MB-3u-78	k__ ; p__Pseudomonadota; c__Gammaproteobacteria; o__Alteromonadales; f__Alteromonadaceae; g__Paraglaciecola; s__Paraglaciecola sp. MB-3u-78
Paraglaciecola sp. 20A4	k__ ; p__Pseudomonadota; c__Gammaproteobacteria; o__Alteromonadales; f__Alteromonadaceae; g__Paraglaciecola; s__Paraglaciecola sp. 20A4
Glaciecola punicea	k__ ; p__Pseudomonadota; c__Gammaproteobacteria; o__Alteromonadales; f__Alteromonadaceae; g__Glaciecola; s__Glaciecola punicea
Glaciecola pallidula	k__ ; p__Pseudomonadota; c__Gammaproteobacteria; o__Alteromonadales; f__Alteromonadaceae; g__Brumicola; s__Brumicola pallidula
Psychrosphaera haliotis	k__ ; p__Pseudomonadota; c__Gammaproteobacteria; o__Alteromonadales; f__Pseudoalteromonadaceae; g__Psychrosphaera; s__Psychrosphaera haliotis
Moritella sp.	k__ ; p__Pseudomonadota; c__Gammaproteobacteria; o__Alteromonadales; f__Moritellaceae; g__Moritella; s__Moritella sp.
Shewanella xiamenensis	k__ ; p__Pseudomonadota; c__Gammaproteobacteria; o__Alteromonadales; f__Shewanellaceae; g__Shewanella; s__Shewanella xiamenensis
Salinicola halimionae	k__ ; p__Pseudomonadota; c__Gammaproteobacteria; o__Oceanospirillales; f__Halomonadaceae; g__Salinicola; s__Salinicola halimionae
Kushneria phyllosphaerae	k__ ; p__Pseudomonadota; c__Gammaproteobacteria; o__Oceanospirillales; f__Halomonadaceae; g__Kushneria; s__Kushneria phyllosphaerae
Oceanospirillaceae bacterium ASP10-02a	k__ ; p__Pseudomonadota; c__Gammaproteobacteria; o__Oceanospirillales; f__Oceanospirillaceae; g__ ; s__Oceanospirillaceae bacterium ASP10-02a
Oceanospirillaceae bacterium UBA7410	k__ ; p__Pseudomonadota; c__Gammaproteobacteria; o__Oceanospirillales; f__Oceanospirillaceae; g__ ; s__Oceanospirillaceae bacterium UBA7410
Marinomonas sp. SBI8L	k__ ; p__Pseudomonadota; c__Gammaproteobacteria; o__Oceanospirillales; f__Oceanospirillaceae; g__Marinomonas; s__Marinomonas sp. SBI8L
Marinomonas primoryensis	k__ ; p__Pseudomonadota; c__Gammaproteobacteria; o__Oceanospirillales; f__Oceanospirillaceae; g__Marinomonas; s__Marinomonas primoryensis
Psychrobacter cryohalolentis	k__ ; p__Pseudomonadota; c__Gammaproteobacteria; o__Moraxellales; f__Moraxellaceae; g__Psychrobacter; s__Psychrobacter cryohalolentis
Psychrobacter sanguinis	k__ ; p__Pseudomonadota; c__Gammaproteobacteria; o__Moraxellales; f__Moraxellaceae; g__Psychrobacter; s__Psychrobacter sanguinis
Acinetobacter sp. UBA3060	k__ ; p__Pseudomonadota; c__Gammaproteobacteria; o__Moraxellales; f__Moraxellaceae; g__Acinetobacter; s__Acinetobacter sp. UBA3060
Acinetobacter rudis	k__ ; p__Pseudomonadota; c__Gammaproteobacteria; o__Moraxellales; f__Moraxellaceae; g__Acinetobacter; s__Acinetobacter rudis
Moraxella lincolnii	k__ ; p__Pseudomonadota; c__Gammaproteobacteria; o__Moraxellales; f__Moraxellaceae; g__Lwoffella; s__Lwoffella lincolnii
Pseudomonas sp. UBA2684	k__ ; p__Pseudomonadota; c__Gammaproteobacteria; o__Pseudomonadales; f__Pseudomonadaceae; g__Pseudomonas; s__Pseudomonas sp. UBA2684
Pseudomonas sp. 02C 26	k__ ; p__Pseudomonadota; c__Gammaproteobacteria; o__Pseudomonadales; f__Pseudomonadaceae; g__Pseudomonas; s__Pseudomonas sp. 02C 26
Pseudomonas sp. Ant30-3	k__ ; p__Pseudomonadota; c__Gammaproteobacteria; o__Pseudomonadales; f__Pseudomonadaceae; g__Pseudomonas; s__Pseudomonas sp. Ant30-3
Pseudomonas azotoformans	k__ ; p__Pseudomonadota; c__Gammaproteobacteria; o__Pseudomonadales; f__Pseudomonadaceae; g__Pseudomonas; s__Pseudomonas azotoformans
Pseudomonas brassicae	k__ ; p__Pseudomonadota; c__Gammaproteobacteria; o__Pseudomonadales; f__Pseudomonadaceae; g__Pseudomonas; s__Pseudomonas brassicae
Pseudomonas seleniipraecipitans	k__ ; p__Pseudomonadota; c__Gammaproteobacteria; o__Pseudomonadales; f__Pseudomonadaceae; g__Phytopseudomonas; s__Phytopseudomonas seleniipraecipitans
Salinisphaera sp. LB1	k__ ; p__Pseudomonadota; c__Gammaproteobacteria; o__Salinisphaerales; f__Salinisphaeraceae; g__Salinisphaera; s__Salinisphaera sp. LB1
Candidatus Macondimonas diazotrophica	k__ ; p__Pseudomonadota; c__Gammaproteobacteria; o__Chromatiales; f__Ectothiorhodospiraceae; g__Candidatus Macondimonas; s__Candidatus Macondimonas diazotrophica
Enterobacter sp. DE0047	k__ ; p__Pseudomonadota; c__Gammaproteobacteria; o__Enterobacterales; f__Enterobacteriaceae; g__Enterobacter; s__Enterobacter sp. DE0047
Klebsiella variicola	k__ ; p__Pseudomonadota; c__Gammaproteobacteria; o__Enterobacterales; f__Enterobacteriaceae; g__Klebsiella; s__Klebsiella variicola
Citrobacter koseri	k__ ; p__Pseudomonadota; c__Gammaproteobacteria; o__Enterobacterales; f__Enterobacteriaceae; g__Citrobacter; s__Citrobacter koseri
Pantoea sp. UBA6564	k__ ; p__Pseudomonadota; c__Gammaproteobacteria; o__Enterobacterales; f__Erwiniaceae; g__Pantoea; s__Candidatus Pantoea astica
Pantoea brenneri	k__ ; p__Pseudomonadota; c__Gammaproteobacteria; o__Enterobacterales; f__Erwiniaceae; g__Pantoea; s__Pantoea brenneri
Pantoea agglomerans	k__ ; p__Pseudomonadota; c__Gammaproteobacteria; o__Enterobacterales; f__Erwiniaceae; g__Pantoea; s__Pantoea agglomerans
Erwinia persicina	k__ ; p__Pseudomonadota; c__Gammaproteobacteria; o__Enterobacterales; f__Erwiniaceae; g__Erwinia; s__Erwinia persicina
Erwinia sp. E602	k__ ; p__Pseudomonadota; c__Gammaproteobacteria; o__Enterobacterales; f__Erwiniaceae; g__Erwinia; s__Erwinia sp. E602
Rahnella bonaserana	k__ ; p__Pseudomonadota; c__Gammaproteobacteria; o__Enterobacterales; f__Yersiniaceae; g__Rahnella; s__Rahnella bonaserana
Proteus mirabilis	k__ ; p__Pseudomonadota; c__Gammaproteobacteria; o__Enterobacterales; f__Morganellaceae; g__Proteus; s__Proteus mirabilis
Methyloprofundus sp.	k__ ; p__Pseudomonadota; c__Gammaproteobacteria; o__Methylococcales; f__Methylococcaceae; g__Methyloprofundus; s__Methyloprofundus sp.
Vibrio crassostreae	k__ ; p__Pseudomonadota; c__Gammaproteobacteria; o__Vibrionales; f__Vibrionaceae; g__Vibrio; s__Vibrio crassostreae
Vibrio sp. VB16	k__ ; p__Pseudomonadota; c__Gammaproteobacteria; o__Vibrionales; f__Vibrionaceae; g__Vibrio; s__Vibrio sp. VB16
uncultured Nevskia sp.	k__ ; p__Pseudomonadota; c__Gammaproteobacteria; o__Nevskiales; f__Nevskiaceae; g__Nevskia; s__uncultured Nevskia sp.
alpha proteobacterium MED-G09	k__ ; p__Pseudomonadota; c__Alphaproteobacteria; o__ ; f__ ; g__ ; s__alpha proteobacterium MED-G09
Alphaproteobacteria bacterium UBA830	k__ ; p__Pseudomonadota; c__Alphaproteobacteria; o__ ; f__ ; g__ ; s__Alphaproteobacteria bacterium UBA830
Sphingomonas sp. 32-62-10	k__ ; p__Pseudomonadota; c__Alphaproteobacteria; o__Sphingomonadales; f__Sphingomonadaceae; g__Sphingomonas; s__Sphingomonas sp. 32-62-10
Novosphingobium sp. 28-62-57	k__ ; p__Pseudomonadota; c__Alphaproteobacteria; o__Sphingomonadales; f__Sphingomonadaceae; g__Novosphingobium; s__Novosphingobium sp. 28-62-57
Sphingopyxis sp. 2PD	k__ ; p__Pseudomonadota; c__Alphaproteobacteria; o__Sphingomonadales; f__Sphingomonadaceae; g__Sphingopyxis; s__Sphingopyxis sp. 2PD
Sphingomonadales bacterium BRH_c42	k__ ; p__Pseudomonadota; c__Alphaproteobacteria; o__Sphingomonadales; f__ ; g__ ; s__Sphingomonadales bacterium BRH_c42
Sulfitobacter sp. JK7-1	k__ ; p__Pseudomonadota; c__Alphaproteobacteria; o__Rhodobacterales; f__Roseobacteraceae; g__Sulfitobacter; s__Sulfitobacter albidus
uncultured Sulfitobacter sp.	k__ ; p__Pseudomonadota; c__Alphaproteobacteria; o__Rhodobacterales; f__Roseobacteraceae; g__Sulfitobacter; s__uncultured Sulfitobacter sp.
Loktanella salsilacus	k__ ; p__Pseudomonadota; c__Alphaproteobacteria; o__Rhodobacterales; f__Roseobacteraceae; g__Loktanella; s__Loktanella salsilacus
Octadecabacter antarcticus	k__ ; p__Pseudomonadota; c__Alphaproteobacteria; o__Rhodobacterales; f__Roseobacteraceae; g__Octadecabacter; s__Octadecabacter antarcticus
Octadecabacter sp.	k__ ; p__Pseudomonadota; c__Alphaproteobacteria; o__Rhodobacterales; f__Roseobacteraceae; g__Octadecabacter; s__Octadecabacter sp.
Rhodobaca bogoriensis	k__ ; p__Pseudomonadota; c__Alphaproteobacteria; o__Rhodobacterales; f__Paracoccaceae; g__Roseinatronobacter; s__Roseinatronobacter bogoriensis
Bradyrhizobium diazoefficiens	k__ ; p__Pseudomonadota; c__Alphaproteobacteria; o__Hyphomicrobiales; f__Nitrobacteraceae; g__Bradyrhizobium; s__Bradyrhizobium diazoefficiens
Bradyrhizobium guangdongense	k__ ; p__Pseudomonadota; c__Alphaproteobacteria; o__Hyphomicrobiales; f__Nitrobacteraceae; g__Bradyrhizobium; s__Bradyrhizobium guangdongense
Phyllobacterium myrsinacearum	k__ ; p__Pseudomonadota; c__Alphaproteobacteria; o__Hyphomicrobiales; f__Phyllobacteriaceae; g__Phyllobacterium; s__Phyllobacterium myrsinacearum
Rhizobiales bacterium UBA3134	k__ ; p__Pseudomonadota; c__Alphaproteobacteria; o__Hyphomicrobiales; f__Phreatobacteraceae; g__Candidatus Raskinella; s__Candidatus Raskinella chloraquaticus
Proteobacteria bacterium UBA7415	k__ ; p__Pseudomonadota; c__ ; o__ ; f__ ; g__ ; s__Proteobacteria bacterium UBA7415
Herbaspirillum sp. GW103	k__ ; p__Pseudomonadota; c__Betaproteobacteria; o__Burkholderiales; f__Oxalobacteraceae; g__Herbaspirillum; s__Herbaspirillum sp. GW103
Undibacterium oligocarboniphilum	k__ ; p__Pseudomonadota; c__Betaproteobacteria; o__Burkholderiales; f__Oxalobacteraceae; g__Undibacterium; s__Undibacterium oligocarboniphilum
Cupriavidus lacunae	k__ ; p__Pseudomonadota; c__Betaproteobacteria; o__Burkholderiales; f__Burkholderiaceae; g__Cupriavidus; s__Cupriavidus lacunae
Paraburkholderia antibiotica	k__ ; p__Pseudomonadota; c__Betaproteobacteria; o__Burkholderiales; f__Burkholderiaceae; g__Paraburkholderia; s__Paraburkholderia antibiotica
Curvibacter lanceolatus	k__ ; p__Pseudomonadota; c__Betaproteobacteria; o__Burkholderiales; f__Comamonadaceae; g__Curvibacter; s__Curvibacter lanceolatus
Acidovorax sp. Leaf78	k__ ; p__Pseudomonadota; c__Betaproteobacteria; o__Burkholderiales; f__Comamonadaceae; g__Acidovorax; s__Acidovorax sp. Leaf78
Bordetella trematum	k__ ; p__Pseudomonadota; c__Betaproteobacteria; o__Burkholderiales; f__Alcaligenaceae; g__Bordetella; s__Bordetella trematum
Rhodococcus ruber	k__ ; p__Actinomycetota; c__Actinomycetes; o__Mycobacteriales; f__Nocardiaceae; g__Rhodococcus; s__Rhodococcus ruber
Corynebacterium sp. KPL1814	k__ ; p__Actinomycetota; c__Actinomycetes; o__Mycobacteriales; f__Corynebacteriaceae; g__Corynebacterium; s__Corynebacterium sp. KPL1814
Corynebacterium incognita	k__ ; p__Actinomycetota; c__Actinomycetes; o__Mycobacteriales; f__Corynebacteriaceae; g__Corynebacterium; s__Corynebacterium incognita
Corynebacterium pyruviciproducens	k__ ; p__Actinomycetota; c__Actinomycetes; o__Mycobacteriales; f__Corynebacteriaceae; g__Corynebacterium; s__Corynebacterium pyruviciproducens
Corynebacterium macginleyi	k__ ; p__Actinomycetota; c__Actinomycetes; o__Mycobacteriales; f__Corynebacteriaceae; g__Corynebacterium; s__Corynebacterium macginleyi
Frigoribacterium faeni	k__ ; p__Actinomycetota; c__Actinomycetes; o__Micrococcales; f__Microbacteriaceae; g__Frigoribacterium; s__Frigoribacterium faeni
Ornithinimicrobium cerasi	k__ ; p__Actinomycetota; c__Actinomycetes; o__Micrococcales; f__Ornithinimicrobiaceae; g__Ornithinimicrobium; s__Ornithinimicrobium cerasi
Nesterenkonia sp. E16_10	k__ ; p__Actinomycetota; c__Actinomycetes; o__Micrococcales; f__Micrococcaceae; g__Nesterenkonia; s__Nesterenkonia sp. E16_10
Nesterenkonia halotolerans	k__ ; p__Actinomycetota; c__Actinomycetes; o__Micrococcales; f__Micrococcaceae; g__Nesterenkonia; s__Nesterenkonia halotolerans
Nesterenkonia sandarakina	k__ ; p__Actinomycetota; c__Actinomycetes; o__Micrococcales; f__Micrococcaceae; g__Nesterenkonia; s__Nesterenkonia sandarakina
Nesterenkonia lutea	k__ ; p__Actinomycetota; c__Actinomycetes; o__Micrococcales; f__Micrococcaceae; g__Nesterenkonia; s__Nesterenkonia lutea
Micrococcus lylae	k__ ; p__Actinomycetota; c__Actinomycetes; o__Micrococcales; f__Micrococcaceae; g__Micrococcus; s__Micrococcus lylae
Arthrobacter sp. MYb214	k__ ; p__Actinomycetota; c__Actinomycetes; o__Micrococcales; f__Micrococcaceae; g__Arthrobacter; s__Arthrobacter sp. MYb214
Glutamicibacter arilaitensis	k__ ; p__Actinomycetota; c__Actinomycetes; o__Micrococcales; f__Micrococcaceae; g__Glutamicibacter; s__Glutamicibacter arilaitensis
Glutamicibacter mishrai	k__ ; p__Actinomycetota; c__Actinomycetes; o__Micrococcales; f__Micrococcaceae; g__Glutamicibacter; s__Glutamicibacter mishrai
Brachybacterium tyrofermentans	k__ ; p__Actinomycetota; c__Actinomycetes; o__Micrococcales; f__Dermabacteraceae; g__Brachybacterium; s__Brachybacterium tyrofermentans
Flavimobilis marinus	k__ ; p__Actinomycetota; c__Actinomycetes; o__Micrococcales; f__Jonesiaceae; g__Flavimobilis; s__Flavimobilis marinus
Nocardioides sp. S5	k__ ; p__Actinomycetota; c__Actinomycetes; o__Propionibacteriales; f__Nocardioidaceae; g__Nocardioides; s__Nocardioides sp. S5
Nocardioides terrigena	k__ ; p__Actinomycetota; c__Actinomycetes; o__Propionibacteriales; f__Nocardioidaceae; g__Nocardioides; s__Nocardioides terrigena
Blastococcus sp. TF02A-26	k__ ; p__Actinomycetota; c__Actinomycetes; o__Geodermatophilales; f__Geodermatophilaceae; g__Blastococcus; s__Blastococcus sp. TF02A-26
Blastococcus sp. DSM 46786	k__ ; p__Actinomycetota; c__Actinomycetes; o__Geodermatophilales; f__Geodermatophilaceae; g__Blastococcus; s__Blastococcus sp. DSM 46786
Actinomyces israelii	k__ ; p__Actinomycetota; c__Actinomycetes; o__Actinomycetales; f__Actinomycetaceae; g__Actinomyces; s__Actinomyces israelii
Streptomyces sp. ISL-1	k__ ; p__Actinomycetota; c__Actinomycetes; o__Kitasatosporales; f__Streptomycetaceae; g__Streptomyces; s__Streptomyces sp. ISL-1
Streptomyces prasinus	k__ ; p__Actinomycetota; c__Actinomycetes; o__Kitasatosporales; f__Streptomycetaceae; g__Streptomyces; s__Streptomyces prasinus
Streptosporangium violaceochromogenes	k__ ; p__Actinomycetota; c__Actinomycetes; o__Streptosporangiales; f__Streptosporangiaceae; g__Streptosporangium; s__Streptosporangium violaceochromogenes
Rhizocola hellebori	k__ ; p__Actinomycetota; c__Actinomycetes; o__Micromonosporales; f__Micromonosporaceae; g__Rhizocola; s__Rhizocola hellebori
Coriobacteriia bacterium	k__ ; p__Actinomycetota; c__Coriobacteriia; o__ ; f__ ; g__ ; s__Coriobacteriia bacterium
Anaerolineae bacterium	k__ ; p__Chloroflexota; c__Anaerolineae; o__ ; f__ ; g__ ; s__Anaerolineae bacterium
Salinicoccus sp. YB14-2	k__ ; p__Bacillota; c__Bacilli; o__Bacillales; f__Staphylococcaceae; g__Salinicoccus; s__Salinicoccus sp. YB14-2
Salinicoccus carnicancri	k__ ; p__Bacillota; c__Bacilli; o__Bacillales; f__Staphylococcaceae; g__Salinicoccus; s__Salinicoccus carnicancri
Staphylococcus nepalensis	k__ ; p__Bacillota; c__Bacilli; o__Bacillales; f__Staphylococcaceae; g__Staphylococcus; s__Staphylococcus nepalensis
Staphylococcus pseudoxylosus	k__ ; p__Bacillota; c__Bacilli; o__Bacillales; f__Staphylococcaceae; g__Staphylococcus; s__Staphylococcus pseudoxylosus
Staphylococcus pragensis	k__ ; p__Bacillota; c__Bacilli; o__Bacillales; f__Staphylococcaceae; g__Staphylococcus; s__Staphylococcus pragensis
Staphylococcus succinus	k__ ; p__Bacillota; c__Bacilli; o__Bacillales; f__Staphylococcaceae; g__Staphylococcus; s__Staphylococcus succinus
Staphylococcus simulans	k__ ; p__Bacillota; c__Bacilli; o__Bacillales; f__Staphylococcaceae; g__Staphylococcus; s__Staphylococcus simulans
Macrococcus bohemicus	k__ ; p__Bacillota; c__Bacilli; o__Bacillales; f__Staphylococcaceae; g__Macrococcoides; s__Macrococcoides bohemicum
Aliicoccus persicus	k__ ; p__Bacillota; c__Bacilli; o__Bacillales; f__Staphylococcaceae; g__Aliicoccus; s__Aliicoccus persicus
Mammaliicoccus sciuri	k__ ; p__Bacillota; c__Bacilli; o__Bacillales; f__Staphylococcaceae; g__Mammaliicoccus; s__Mammaliicoccus sciuri
Planomicrobium mcmeekinii	k__ ; p__Bacillota; c__Bacilli; o__Bacillales; f__Caryophanaceae; g__Planomicrobium; s__Planomicrobium mcmeekinii
Planococcus sp. MB-3u-03	k__ ; p__Bacillota; c__Bacilli; o__Bacillales; f__Caryophanaceae; g__Planococcus; s__Planococcus sp. MB-3u-03
Planococcus plakortidis	k__ ; p__Bacillota; c__Bacilli; o__Bacillales; f__Caryophanaceae; g__Planococcus; s__Planococcus plakortidis
Planococcus rifietoensis	k__ ; p__Bacillota; c__Bacilli; o__Bacillales; f__Caryophanaceae; g__Planococcus; s__Planococcus rifietoensis
Planococcus maitriensis	k__ ; p__Bacillota; c__Bacilli; o__Bacillales; f__Caryophanaceae; g__Planococcus; s__Planococcus maitriensis
Paenibacillus rubinfantis	k__ ; p__Bacillota; c__Bacilli; o__Bacillales; f__Paenibacillaceae; g__Paenibacillus; s__Paenibacillus rubinfantis
Streptococcus salivarius	k__ ; p__Bacillota; c__Bacilli; o__Lactobacillales; f__Streptococcaceae; g__Streptococcus; s__Streptococcus salivarius
Streptococcus parasanguinis	k__ ; p__Bacillota; c__Bacilli; o__Lactobacillales; f__Streptococcaceae; g__Streptococcus; s__Streptococcus parasanguinis
Streptococcus dysgalactiae	k__ ; p__Bacillota; c__Bacilli; o__Lactobacillales; f__Streptococcaceae; g__Streptococcus; s__Streptococcus dysgalactiae
Streptococcus timonensis	k__ ; p__Bacillota; c__Bacilli; o__Lactobacillales; f__Streptococcaceae; g__Streptococcus; s__Streptococcus timonensis
Streptococcus mutans	k__ ; p__Bacillota; c__Bacilli; o__Lactobacillales; f__Streptococcaceae; g__Streptococcus; s__Streptococcus mutans
Lactiplantibacillus pentosus	k__ ; p__Bacillota; c__Bacilli; o__Lactobacillales; f__Lactobacillaceae; g__Lactiplantibacillus; s__Lactiplantibacillus pentosus
Leuconostoc pseudomesenteroides	k__ ; p__Bacillota; c__Bacilli; o__Lactobacillales; f__Lactobacillaceae; g__Leuconostoc; s__Leuconostoc pseudomesenteroides
Lactobacillus helveticus	k__ ; p__Bacillota; c__Bacilli; o__Lactobacillales; f__Lactobacillaceae; g__Lactobacillus; s__Lactobacillus helveticus
Latilactobacillus curvatus	k__ ; p__Bacillota; c__Bacilli; o__Lactobacillales; f__Lactobacillaceae; g__Latilactobacillus; s__Latilactobacillus curvatus
Paucilactobacillus vaccinostercus	k__ ; p__Bacillota; c__Bacilli; o__Lactobacillales; f__Lactobacillaceae; g__Paucilactobacillus; s__Paucilactobacillus vaccinostercus
Ligilactobacillus acidipiscis	k__ ; p__Bacillota; c__Bacilli; o__Lactobacillales; f__Lactobacillaceae; g__Ligilactobacillus; s__Ligilactobacillus acidipiscis
