Feature ID	Taxon
Pseudoalteromonas sp. NC201	k__ ; p__Pseudomonadota; c__Gammaproteobacteria; o__Alteromonadales; f__Pseudoalteromonadaceae; g__Pseudoalteromonas; s__Pseudoalteromonas sp. NC201
Microcella sp. MMS21-STM10	k__ ; p__Actinomycetota; c__Actinomycetes; o__Micrococcales; f__Microbacteriaceae; g__Microcella; s__Microcella humidisoli
Marinobacter sp. LPB0319	k__ ; p__Pseudomonadota; c__Gammaproteobacteria; o__Pseudomonadales; f__Marinobacteraceae; g__Marinobacter; s__Marinobacter salinisoli
Marinobacter sp. CA1	k__ ; p__Pseudomonadota; c__Gammaproteobacteria; o__Pseudomonadales; f__Marinobacteraceae; g__Marinobacter; s__Marinobacter sp. CA1
Pseudomonas sp. ABC1	k__ ; p__Pseudomonadota; c__Gammaproteobacteria; o__Pseudomonadales; f__Pseudomonadaceae; g__Pseudomonas; s__Pseudomonas sp. ABC1
Pseudomonas psychrotolerans	k__ ; p__Pseudomonadota; c__Gammaproteobacteria; o__Pseudomonadales; f__Pseudomonadaceae; g__Pseudomonas; s__Pseudomonas oryzihabitans
Lacimicrobium alkaliphilum	k__ ; p__Pseudomonadota; c__Gammaproteobacteria; o__Alteromonadales; f__Alteromonadaceae; g__Lacimicrobium; s__Lacimicrobium alkaliphilum
Agarivorans albus	k__ ; p__Pseudomonadota; c__Gammaproteobacteria; o__Alteromonadales; f__Alteromonadaceae; g__Agarivorans; s__Agarivorans albus
Shewanella inventionis	k__ ; p__Pseudomonadota; c__Gammaproteobacteria; o__Alteromonadales; f__Shewanellaceae; g__Shewanella; s__Shewanella inventionis
Marinobacterium sediminicola	k__ ; p__Pseudomonadota; c__Gammaproteobacteria; o__Oceanospirillales; f__Oceanospirillaceae; g__Marinobacterium; s__Marinobacterium sediminicola
Marinomonas arctica	k__ ; p__Pseudomonadota; c__Gammaproteobacteria; o__Oceanospirillales; f__Oceanospirillaceae; g__Marinomonas; s__Marinomonas arctica
Bermanella marisrubri	k__ ; p__Pseudomonadota; c__Gammaproteobacteria; o__Oceanospirillales; f__Oceanospirillaceae; g__Bermanella; s__Bermanella marisrubri
Nitrincola iocasae	k__ ; p__Pseudomonadota; c__Gammaproteobacteria; o__Oceanospirillales; f__Oceanospirillaceae; g__Nitrincola; s__Nitrincola iocasae
Vibrio sp. SCSIO 43137	k__ ; p__Pseudomonadota; c__Gammaproteobacteria; o__Vibrionales; f__Vibrionaceae; g__Vibrio; s__Vibrio sp. SCSIO 43137
Acinetobacter sp. NyZ410	k__ ; p__Pseudomonadota; c__Gammaproteobacteria; o__Moraxellales; f__Moraxellaceae; g__Acinetobacter; s__Acinetobacter sp. NyZ410
Acinetobacter sp. TTH0-4	k__ ; p__Pseudomonadota; c__Gammaproteobacteria; o__Moraxellales; f__Moraxellaceae; g__Acinetobacter; s__Acinetobacter sp. TTH0-4
Acinetobacter guillouiae	k__ ; p__Pseudomonadota; c__Gammaproteobacteria; o__Moraxellales; f__Moraxellaceae; g__Acinetobacter; s__Acinetobacter guillouiae
Cellvibrio sp. QJXJ	k__ ; p__Pseudomonadota; c__Gammaproteobacteria; o__Cellvibrionales; f__Cellvibrionaceae; g__Cellvibrio; s__Cellvibrio sp. QJXJ
Kangiella sediminilitoris	k__ ; p__Pseudomonadota; c__Gammaproteobacteria; o__Kangiellales; f__Kangiellaceae; g__Kangiella; s__Kangiella sediminilitoris
Methylotuvimicrobium alcaliphilum	k__ ; p__Pseudomonadota; c__Gammaproteobacteria; o__Methylococcales; f__Methylococcaceae; g__Methylotuvimicrobium; s__Methylotuvimicrobium alcaliphilum
Methylocaldum marinum	k__ ; p__Pseudomonadota; c__Gammaproteobacteria; o__Methylococcales; f__Methylococcaceae; g__Methylocaldum; s__Methylocaldum marinum
Novosphingobium sp. P6W	k__ ; p__Pseudomonadota; c__Alphaproteobacteria; o__Sphingomonadales; f__Sphingomonadaceae; g__Novosphingobium; s__Novosphingobium sp. P6W
Ruegeria sp. PR1b	k__ ; p__Pseudomonadota; c__Alphaproteobacteria; o__Rhodobacterales; f__Roseobacteraceae; g__Ruegeria; s__Ruegeria sp. PR1b
Paracoccus aminophilus	k__ ; p__Pseudomonadota; c__Alphaproteobacteria; o__Rhodobacterales; f__Paracoccaceae; g__Paracoccus; s__Paracoccus aminophilus
Roseicitreum antarcticum	k__ ; p__Pseudomonadota; c__Alphaproteobacteria; o__Rhodobacterales; f__Paracoccaceae; g__Roseicitreum; s__Roseicitreum antarcticum
Rhizobium rosettiformans	k__ ; p__Pseudomonadota; c__Alphaproteobacteria; o__Hyphomicrobiales; f__Rhizobiaceae; g__Rhizobium; s__Rhizobium rosettiformans
Brevundimonas sp. GW460-12-10-14-LB2	k__ ; p__Pseudomonadota; c__Alphaproteobacteria; o__Caulobacterales; f__Caulobacteraceae; g__Brevundimonas; s__Brevundimonas sp. GW460-12-10-14-LB2
Burkholderia gladioli	k__ ; p__Pseudomonadota; c__Betaproteobacteria; o__Burkholderiales; f__Burkholderiaceae; g__Burkholderia; s__Burkholderia gladioli
Alcaligenes aquatilis	k__ ; p__Pseudomonadota; c__Betaproteobacteria; o__Burkholderiales; f__Alcaligenaceae; g__Alcaligenes; s__Alcaligenes aquatilis
Bordetella hinzii	k__ ; p__Pseudomonadota; c__Betaproteobacteria; o__Burkholderiales; f__Alcaligenaceae; g__Bordetella; s__Bordetella hinzii
Diaphorobacter aerolatus	k__ ; p__Pseudomonadota; c__Betaproteobacteria; o__Burkholderiales; f__Comamonadaceae; g__Diaphorobacter; s__Diaphorobacter aerolatus
Homoserinibacter sp. YIM 151385	k__ ; p__Actinomycetota; c__Actinomycetes; o__Micrococcales; f__Microbacteriaceae; g__Homoserinibacter; s__Homoserinibacter sp. YIM 151385
Agrococcus carbonis	k__ ; p__Actinomycetota; c__Actinomycetes; o__Micrococcales; f__Microbacteriaceae; g__Agrococcus; s__Agrococcus carbonis
Brachybacterium sp. SGAir0954	k__ ; p__Actinomycetota; c__Actinomycetes; o__Micrococcales; f__Dermabacteraceae; g__Brachybacterium; s__Brachybacterium sp. SGAir0954
Mycolicibacterium sediminis	k__ ; p__Actinomycetota; c__Actinomycetes; o__Mycobacteriales; f__Mycobacteriaceae; g__Mycolicibacterium; s__Mycolicibacterium sediminis
Tessaracoccus aquimaris	k__ ; p__Actinomycetota; c__Actinomycetes; o__Propionibacteriales; f__Propionibacteriaceae; g__Tessaracoccus; s__Tessaracoccus aquimaris
Streptomyces murinus	k__ ; p__Actinomycetota; c__Actinomycetes; o__Kitasatosporales; f__Streptomycetaceae; g__Streptomyces; s__Streptomyces murinus
Synechococcus sp. MEDNS5	k__ ; p__Cyanobacteriota; c__Cyanophyceae; o__Synechococcales; f__Synechococcaceae; g__Synechococcus; s__Synechococcus sp. MEDNS5
Nostoc sp. CENA543	k__ ; p__Cyanobacteriota; c__Cyanophyceae; o__Nostocales; f__Nostocaceae; g__Nostoc; s__Nostoc sp. CENA543
Lactobacillus delbrueckii	k__ ; p__Bacillota; c__Bacilli; o__Lactobacillales; f__Lactobacillaceae; g__Lactobacillus; s__Lactobacillus delbrueckii
Tenacibaculum singaporense	k__ ; p__Bacteroidota; c__Flavobacteriia; o__Flavobacteriales; f__Flavobacteriaceae; g__Tenacibaculum; s__Tenacibaculum singaporense
Capnocytophaga canimorsus	k__ ; p__Bacteroidota; c__Flavobacteriia; o__Flavobacteriales; f__Flavobacteriaceae; g__Capnocytophaga; s__Capnocytophaga canimorsus
Polaribacter cellanae	k__ ; p__Bacteroidota; c__Flavobacteriia; o__Flavobacteriales; f__Flavobacteriaceae; g__Polaribacter; s__Polaribacter cellanae
Epilithonimonas zeae	k__ ; p__Bacteroidota; c__Flavobacteriia; o__Flavobacteriales; f__Weeksellaceae; g__Epilithonimonas; s__Epilithonimonas zeae
Cruoricaptor ignavus	k__ ; p__Bacteroidota; c__Flavobacteriia; o__Flavobacteriales; f__Weeksellaceae; g__Cruoricaptor; s__Cruoricaptor ignavus
Reichenbachiella sp. Wsw4-B4	k__ ; p__Bacteroidota; c__Cytophagia; o__Cytophagales; f__Reichenbachiellaceae; g__Reichenbachiella; s__Reichenbachiella carrageenanivorans
Prevotella jejuni	k__ ; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Prevotellaceae; g__Prevotella; s__Prevotella jejuni
Edaphobacter flagellatus	k__ ; p__Acidobacteriota; c__Terriglobia; o__Terriglobales; f__Acidobacteriaceae; g__Edaphobacter; s__Edaphobacter flagellatus
Sulfurimonas sp. HSL-3221	k__ ; p__Campylobacterota; c__Epsilonproteobacteria; o__Campylobacterales; f__Sulfurimonadaceae; g__Sulfurimonas; s__Sulfurimonas sp. HSL-3221
Pseudomonas phage PS-1	k__ ; p__Uroviricota; c__Caudoviricetes; o__ ; f__ ; g__ ; s__Pseudomonas phage PS-1
Megavirus chiliensis	k__ ; p__Nucleocytoviricota; c__Megaviricetes; o__Imitervirales; f__Mimiviridae; g__Megavirus; s__Megavirus chilense
Pseudoalteromonas luteoviolacea	k__ ; p__Pseudomonadota; c__Gammaproteobacteria; o__Alteromonadales; f__Pseudoalteromonadaceae; g__Pseudoalteromonas; s__Pseudoalteromonas luteoviolacea
Shewanella frigidimarina	k__ ; p__Pseudomonadota; c__Gammaproteobacteria; o__Alteromonadales; f__Shewanellaceae; g__Shewanella; s__Shewanella frigidimarina
Vibrio owensii	k__ ; p__Pseudomonadota; c__Gammaproteobacteria; o__Vibrionales; f__Vibrionaceae; g__Vibrio; s__Vibrio owensii
Vibrio sp. SCSIO 43153	k__ ; p__Pseudomonadota; c__Gammaproteobacteria; o__Vibrionales; f__Vibrionaceae; g__Vibrio; s__Vibrio sp. SCSIO 43153
Faecalibacterium prausnitzii	k__ ; p__Bacillota; c__Clostridia; o__Eubacteriales; f__Oscillospiraceae; g__Faecalibacterium; s__Faecalibacterium prausnitzii
Roseburia intestinalis	k__ ; p__Bacillota; c__Clostridia; o__Lachnospirales; f__Lachnospiraceae; g__Roseburia; s__Roseburia intestinalis
Butyrivibrio crossotus	k__ ; p__Bacillota; c__Clostridia; o__Lachnospirales; f__Lachnospiraceae; g__Eshraghiella; s__Eshraghiella crossota
Olleya aquimaris	k__ ; p__Bacteroidota; c__Flavobacteriia; o__Flavobacteriales; f__Flavobacteriaceae; g__Olleya; s__Olleya aquimaris
Chryseobacterium arthrosphaerae	k__ ; p__Bacteroidota; c__Flavobacteriia; o__Flavobacteriales; f__Weeksellaceae; g__Chryseobacterium; s__Chryseobacterium arthrosphaerae
Runella sp. SP2	k__ ; p__Bacteroidota; c__Cytophagia; o__Cytophagales; f__Spirosomataceae; g__Runella; s__Runella sp. SP2
Cheungvirus NATL1A7	k__ ; p__Uroviricota; c__Caudoviricetes; o__ ; f__Autographiviridae; g__Cheungvirus; s__Cheungvirus NATL1A7
Parashewanella spongiae	k__ ; p__Pseudomonadota; c__Gammaproteobacteria; o__Alteromonadales; f__Shewanellaceae; g__Parashewanella; s__Parashewanella spongiae
Pseudomonas sp. Y39-6	k__ ; p__Pseudomonadota; c__Gammaproteobacteria; o__Pseudomonadales; f__Pseudomonadaceae; g__Pseudomonas; s__Pseudomonas sp. Y39-6
Pseudomonas yamanorum	k__ ; p__Pseudomonadota; c__Gammaproteobacteria; o__Pseudomonadales; f__Pseudomonadaceae; g__Pseudomonas; s__Pseudomonas yamanorum
Acinetobacter calcoaceticus	k__ ; p__Pseudomonadota; c__Gammaproteobacteria; o__Moraxellales; f__Moraxellaceae; g__Acinetobacter; s__Acinetobacter calcoaceticus
Acinetobacter sp. LUNF3	k__ ; p__Pseudomonadota; c__Gammaproteobacteria; o__Moraxellales; f__Moraxellaceae; g__Acinetobacter; s__Acinetobacter sp. LUNF3
Acinetobacter sp. MYb10	k__ ; p__Pseudomonadota; c__Gammaproteobacteria; o__Moraxellales; f__Moraxellaceae; g__Acinetobacter; s__Acinetobacter sp. MYb10
Acinetobacter sp. WY4	k__ ; p__Pseudomonadota; c__Gammaproteobacteria; o__Moraxellales; f__Moraxellaceae; g__Acinetobacter; s__Acinetobacter sp. WY4
Acinetobacter chinensis	k__ ; p__Pseudomonadota; c__Gammaproteobacteria; o__Moraxellales; f__Moraxellaceae; g__Acinetobacter; s__Acinetobacter chinensis
Acinetobacter pseudolwoffii	k__ ; p__Pseudomonadota; c__Gammaproteobacteria; o__Moraxellales; f__Moraxellaceae; g__Acinetobacter; s__Acinetobacter pseudolwoffii
Acinetobacter defluvii	k__ ; p__Pseudomonadota; c__Gammaproteobacteria; o__Moraxellales; f__Moraxellaceae; g__Acinetobacter; s__Acinetobacter defluvii
Acinetobacter soli	k__ ; p__Pseudomonadota; c__Gammaproteobacteria; o__Moraxellales; f__Moraxellaceae; g__Acinetobacter; s__Acinetobacter soli
Acinetobacter gyllenbergii	k__ ; p__Pseudomonadota; c__Gammaproteobacteria; o__Moraxellales; f__Moraxellaceae; g__Acinetobacter; s__Acinetobacter gyllenbergii
Haemophilus haemolyticus	k__ ; p__Pseudomonadota; c__Gammaproteobacteria; o__Pasteurellales; f__Pasteurellaceae; g__Haemophilus; s__Haemophilus haemolyticus
Cardiobacterium hominis	k__ ; p__Pseudomonadota; c__Gammaproteobacteria; o__Cardiobacteriales; f__Cardiobacteriaceae; g__Cardiobacterium; s__Cardiobacterium hominis
Cardiobacterium sp. Marseille-Q4385	k__ ; p__Pseudomonadota; c__Gammaproteobacteria; o__Cardiobacteriales; f__Cardiobacteriaceae; g__Cardiobacterium; s__Cardiobacterium sp. Marseille-Q4385
Ottowia sp. oral taxon 894	k__ ; p__Pseudomonadota; c__Betaproteobacteria; o__Burkholderiales; f__Comamonadaceae; g__Ottowia; s__Ottowia sp. oral taxon 894
Neisseria sp. oral taxon 014	k__ ; p__Pseudomonadota; c__Betaproteobacteria; o__Neisseriales; f__Neisseriaceae; g__Neisseria; s__Neisseria sp. oral taxon 014
Neisseria macacae	k__ ; p__Pseudomonadota; c__Betaproteobacteria; o__Neisseriales; f__Neisseriaceae; g__Neisseria; s__Neisseria macacae
Neisseria sicca	k__ ; p__Pseudomonadota; c__Betaproteobacteria; o__Neisseriales; f__Neisseriaceae; g__Neisseria; s__Neisseria sicca
Eikenella corrodens	k__ ; p__Pseudomonadota; c__Betaproteobacteria; o__Neisseriales; f__Neisseriaceae; g__Eikenella; s__Eikenella corrodens
Corynebacterium resistens	k__ ; p__Actinomycetota; c__Actinomycetes; o__Mycobacteriales; f__Corynebacteriaceae; g__Corynebacterium; s__Corynebacterium resistens
Arachnia rubra	k__ ; p__Actinomycetota; c__Actinomycetes; o__Propionibacteriales; f__Propionibacteriaceae; g__Arachnia; s__Arachnia rubra
Olsenella sp. oral taxon 807	k__ ; p__Actinomycetota; c__Coriobacteriia; o__Coriobacteriales; f__Atopobiaceae; g__Olsenella; s__Olsenella sp. oral taxon 807
Staphylococcus caprae	k__ ; p__Bacillota; c__Bacilli; o__Bacillales; f__Staphylococcaceae; g__Staphylococcus; s__Staphylococcus caprae
Streptococcus infantis	k__ ; p__Bacillota; c__Bacilli; o__Lactobacillales; f__Streptococcaceae; g__Streptococcus; s__Streptococcus infantis
Streptococcus pneumoniae	k__ ; p__Bacillota; c__Bacilli; o__Lactobacillales; f__Streptococcaceae; g__Streptococcus; s__Streptococcus pneumoniae
Abiotrophia defectiva	k__ ; p__Bacillota; c__Bacilli; o__Lactobacillales; f__Aerococcaceae; g__Abiotrophia; s__Abiotrophia defectiva
Veillonella atypica	k__ ; p__Bacillota; c__Negativicutes; o__Veillonellales; f__Veillonellaceae; g__Veillonella; s__Veillonella atypica
Filifactor alocis	k__ ; p__Bacillota; c__Clostridia; o__Peptostreptococcales; f__Filifactoraceae; g__Filifactor; s__Filifactor alocis
Capnocytophaga endodontalis	k__ ; p__Bacteroidota; c__Flavobacteriia; o__Flavobacteriales; f__Flavobacteriaceae; g__Capnocytophaga; s__Capnocytophaga endodontalis
Prevotella intermedia	k__ ; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Prevotellaceae; g__Prevotella; s__Prevotella intermedia
Prevotella histicola	k__ ; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Prevotellaceae; g__Prevotella; s__Prevotella histicola
Prevotella veroralis	k__ ; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Prevotellaceae; g__Prevotella; s__Prevotella veroralis
Prevotella denticola	k__ ; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Prevotellaceae; g__Prevotella; s__Prevotella denticola
Prevotella multiformis	k__ ; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Prevotellaceae; g__Prevotella; s__Prevotella multiformis
Porphyromonas endodontalis	k__ ; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Porphyromonadaceae; g__Porphyromonas; s__Porphyromonas endodontalis
Tannerella forsythia	k__ ; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Tannerellaceae; g__Tannerella; s__Tannerella forsythia
Leptotrichia buccalis	k__ ; p__Fusobacteriota; c__Fusobacteriia; o__Fusobacteriales; f__Leptotrichiaceae; g__Leptotrichia; s__Leptotrichia buccalis
Leptotrichia hofstadii	k__ ; p__Fusobacteriota; c__Fusobacteriia; o__Fusobacteriales; f__Leptotrichiaceae; g__Leptotrichia; s__Leptotrichia hofstadii
Vhmlvirus VP585	k__ ; p__Uroviricota; c__Caudoviricetes; o__ ; f__ ; g__Vhmlvirus; s__Vhmlvirus VP585
Pelagibacter phage HTVC008M	k__ ; p__Uroviricota; c__Caudoviricetes; o__ ; f__Kyanoviridae; g__ ; s__Pelagibacter phage HTVC008M
Gammapapillomavirus 13	k__ ; p__Cossaviricota; c__Papovaviricetes; o__Zurhausenvirales; f__Papillomaviridae; g__Gammapapillomavirus; s__Gammapapillomavirus 13
Gammapapillomavirus 5	k__ ; p__Cossaviricota; c__Papovaviricetes; o__Zurhausenvirales; f__Papillomaviridae; g__Gammapapillomavirus; s__Gammapapillomavirus 5
Gammapapillomavirus sp.	k__ ; p__Cossaviricota; c__Papovaviricetes; o__Zurhausenvirales; f__Papillomaviridae; g__Gammapapillomavirus; s__Gammapapillomavirus sp.
Sphingomonas sp. QA11	k__ ; p__Pseudomonadota; c__Alphaproteobacteria; o__Sphingomonadales; f__Sphingomonadaceae; g__Sphingomonas; s__Sphingomonas sp. QA11
Polynucleobacter sp. MWH-Aus1W21	k__ ; p__Pseudomonadota; c__Betaproteobacteria; o__Burkholderiales; f__Burkholderiaceae; g__Polynucleobacter; s__Polynucleobacter sp. MWH-Aus1W21
Leuconostoc pseudomesenteroides	k__ ; p__Bacillota; c__Bacilli; o__Lactobacillales; f__Lactobacillaceae; g__Leuconostoc; s__Leuconostoc pseudomesenteroides
Paraglaciecola psychrophila	k__ ; p__Pseudomonadota; c__Gammaproteobacteria; o__Alteromonadales; f__Alteromonadaceae; g__Paraglaciecola; s__Paraglaciecola psychrophila
Colwellia psychrerythraea	k__ ; p__Pseudomonadota; c__Gammaproteobacteria; o__Alteromonadales; f__Colwelliaceae; g__Colwellia; s__Colwellia psychrerythraea
Colwellia sp. PAMC 20917	k__ ; p__Pseudomonadota; c__Gammaproteobacteria; o__Alteromonadales; f__Colwelliaceae; g__Colwellia; s__Colwellia sp. PAMC 20917
Colwellia sp. MT41	k__ ; p__Pseudomonadota; c__Gammaproteobacteria; o__Alteromonadales; f__Colwelliaceae; g__Colwellia; s__Colwellia sp. MT41
Colwellia sp. Arc7-635	k__ ; p__Pseudomonadota; c__Gammaproteobacteria; o__Alteromonadales; f__Colwelliaceae; g__Colwellia; s__Colwellia sp. Arc7-635
Cognaticolwellia beringensis	k__ ; p__Pseudomonadota; c__Gammaproteobacteria; o__Alteromonadales; f__Colwelliaceae; g__Cognaticolwellia; s__Cognaticolwellia beringensis
Moritella yayanosii	k__ ; p__Pseudomonadota; c__Gammaproteobacteria; o__Alteromonadales; f__Moritellaceae; g__Moritella; s__Moritella yayanosii
Marinomonas primoryensis	k__ ; p__Pseudomonadota; c__Gammaproteobacteria; o__Oceanospirillales; f__Oceanospirillaceae; g__Marinomonas; s__Marinomonas primoryensis
Marinobacterium rhizophilum	k__ ; p__Pseudomonadota; c__Gammaproteobacteria; o__Oceanospirillales; f__Oceanospirillaceae; g__Marinobacterium; s__Marinobacterium rhizophilum
Pseudomonas sp. GXZC	k__ ; p__Pseudomonadota; c__Gammaproteobacteria; o__Pseudomonadales; f__Pseudomonadaceae; g__Pseudomonas; s__Pseudomonas sp. GXZC
Pseudomonas sp. 7-41	k__ ; p__Pseudomonadota; c__Gammaproteobacteria; o__Pseudomonadales; f__Pseudomonadaceae; g__Pseudomonas; s__Pseudomonas sp. 7-41
Pseudomonas azotoformans	k__ ; p__Pseudomonadota; c__Gammaproteobacteria; o__Pseudomonadales; f__Pseudomonadaceae; g__Pseudomonas; s__Pseudomonas azotoformans
Pseudomonas chlororaphis	k__ ; p__Pseudomonadota; c__Gammaproteobacteria; o__Pseudomonadales; f__Pseudomonadaceae; g__Pseudomonas; s__Pseudomonas chlororaphis
Pseudomonas viridiflava	k__ ; p__Pseudomonadota; c__Gammaproteobacteria; o__Pseudomonadales; f__Pseudomonadaceae; g__Pseudomonas; s__Pseudomonas viridiflava
Pseudomonas seleniipraecipitans	k__ ; p__Pseudomonadota; c__Gammaproteobacteria; o__Pseudomonadales; f__Pseudomonadaceae; g__Phytopseudomonas; s__Phytopseudomonas seleniipraecipitans
Pseudescherichia vulneris	k__ ; p__Pseudomonadota; c__Gammaproteobacteria; o__Enterobacterales; f__Enterobacteriaceae; g__Pseudescherichia; s__Pseudescherichia vulneris
Erwinia persicina	k__ ; p__Pseudomonadota; c__Gammaproteobacteria; o__Enterobacterales; f__Erwiniaceae; g__Erwinia; s__Erwinia persicina
Erwinia sp. E602	k__ ; p__Pseudomonadota; c__Gammaproteobacteria; o__Enterobacterales; f__Erwiniaceae; g__Erwinia; s__Erwinia sp. E602
Mixta sp. X22927	k__ ; p__Pseudomonadota; c__Gammaproteobacteria; o__Enterobacterales; f__Erwiniaceae; g__Mixta; s__Mixta hanseatica
Serratia proteamaculans	k__ ; p__Pseudomonadota; c__Gammaproteobacteria; o__Enterobacterales; f__Yersiniaceae; g__Serratia; s__Serratia proteamaculans
Vibrio crassostreae	k__ ; p__Pseudomonadota; c__Gammaproteobacteria; o__Vibrionales; f__Vibrionaceae; g__Vibrio; s__Vibrio crassostreae
Vibrio sp. VB16	k__ ; p__Pseudomonadota; c__Gammaproteobacteria; o__Vibrionales; f__Vibrionaceae; g__Vibrio; s__Vibrio sp. VB16
Vibrio navarrensis	k__ ; p__Pseudomonadota; c__Gammaproteobacteria; o__Vibrionales; f__Vibrionaceae; g__Vibrio; s__Vibrio navarrensis
Stenotrophomonas sp. LM091	k__ ; p__Pseudomonadota; c__Gammaproteobacteria; o__Lysobacterales; f__Lysobacteraceae; g__Stenotrophomonas; s__Stenotrophomonas sp. LM091
endosymbiont of unidentified scaly snail isolate Monju	k__ ; p__Pseudomonadota; c__Gammaproteobacteria; o__ ; f__ ; g__ ; s__endosymbiont of unidentified scaly snail isolate Monju
Sandaracinobacteroides saxicola	k__ ; p__Pseudomonadota; c__Alphaproteobacteria; o__Sphingomonadales; f__Sphingosinicellaceae; g__Sandaracinobacteroides; s__Sandaracinobacteroides saxicola
Sulfitobacter sp. JK7-1	k__ ; p__Pseudomonadota; c__Alphaproteobacteria; o__Rhodobacterales; f__Roseobacteraceae; g__Sulfitobacter; s__Sulfitobacter albidus
Loktanella salsilacus	k__ ; p__Pseudomonadota; c__Alphaproteobacteria; o__Rhodobacterales; f__Roseobacteraceae; g__Loktanella; s__Loktanella salsilacus
Octadecabacter antarcticus	k__ ; p__Pseudomonadota; c__Alphaproteobacteria; o__Rhodobacterales; f__Roseobacteraceae; g__Octadecabacter; s__Octadecabacter antarcticus
Caenibius tardaugens	k__ ; p__Pseudomonadota; c__Alphaproteobacteria; o__Sphingomonadales; f__Erythrobacteraceae; g__Caenibius; s__Caenibius tardaugens
Bordetella trematum	k__ ; p__Pseudomonadota; c__Betaproteobacteria; o__Burkholderiales; f__Alcaligenaceae; g__Bordetella; s__Bordetella trematum
Neisseria cinerea	k__ ; p__Pseudomonadota; c__Betaproteobacteria; o__Neisseriales; f__Neisseriaceae; g__Neisseria; s__Neisseria cinerea
Kingella denitrificans	k__ ; p__Pseudomonadota; c__Betaproteobacteria; o__Neisseriales; f__Neisseriaceae; g__Kingella; s__Kingella denitrificans
Corynebacterium segmentosum	k__ ; p__Actinomycetota; c__Actinomycetes; o__Mycobacteriales; f__Corynebacteriaceae; g__Corynebacterium; s__Corynebacterium segmentosum
Corynebacterium incognita	k__ ; p__Actinomycetota; c__Actinomycetes; o__Mycobacteriales; f__Corynebacteriaceae; g__Corynebacterium; s__Corynebacterium incognita
Corynebacterium sp. SCR221107	k__ ; p__Actinomycetota; c__Actinomycetes; o__Mycobacteriales; f__Corynebacteriaceae; g__Corynebacterium; s__Corynebacterium sp. SCR221107
Corynebacterium macginleyi	k__ ; p__Actinomycetota; c__Actinomycetes; o__Mycobacteriales; f__Corynebacteriaceae; g__Corynebacterium; s__Corynebacterium macginleyi
Corynebacterium xerosis	k__ ; p__Actinomycetota; c__Actinomycetes; o__Mycobacteriales; f__Corynebacteriaceae; g__Corynebacterium; s__Corynebacterium xerosis
Corynebacterium minutissimum	k__ ; p__Actinomycetota; c__Actinomycetes; o__Mycobacteriales; f__Corynebacteriaceae; g__Corynebacterium; s__Corynebacterium minutissimum
Corynebacterium provencense	k__ ; p__Actinomycetota; c__Actinomycetes; o__Mycobacteriales; f__Corynebacteriaceae; g__Corynebacterium; s__Corynebacterium provencense
Lawsonella clevelandensis	k__ ; p__Actinomycetota; c__Actinomycetes; o__Mycobacteriales; f__Lawsonellaceae; g__Lawsonella; s__Lawsonella clevelandensis
Nocardioides aquaticus	k__ ; p__Actinomycetota; c__Actinomycetes; o__Propionibacteriales; f__Nocardioidaceae; g__Nocardioides; s__Nocardioides aquaticus
Rothia terrae	k__ ; p__Actinomycetota; c__Actinomycetes; o__Micrococcales; f__Micrococcaceae; g__Rothia; s__Rothia terrae
Paeniglutamicibacter sp. ZC-3	k__ ; p__Actinomycetota; c__Actinomycetes; o__Micrococcales; f__Micrococcaceae; g__Paeniglutamicibacter; s__Paeniglutamicibacter sp. ZC-3
Glutamicibacter arilaitensis	k__ ; p__Actinomycetota; c__Actinomycetes; o__Micrococcales; f__Micrococcaceae; g__Glutamicibacter; s__Glutamicibacter arilaitensis
Glutamicibacter mishrai	k__ ; p__Actinomycetota; c__Actinomycetes; o__Micrococcales; f__Micrococcaceae; g__Glutamicibacter; s__Glutamicibacter mishrai
Arthrobacter agilis	k__ ; p__Actinomycetota; c__Actinomycetes; o__Micrococcales; f__Micrococcaceae; g__Arthrobacter; s__Arthrobacter agilis
Curtobacterium sp. TC1	k__ ; p__Actinomycetota; c__Actinomycetes; o__Micrococcales; f__Microbacteriaceae; g__Curtobacterium; s__Curtobacterium sp. TC1
Ornithinimicrobium ciconiae	k__ ; p__Actinomycetota; c__Actinomycetes; o__Micrococcales; f__Ornithinimicrobiaceae; g__Ornithinimicrobium; s__Ornithinimicrobium ciconiae
Dermabacter vaginalis	k__ ; p__Actinomycetota; c__Actinomycetes; o__Micrococcales; f__Dermabacteraceae; g__Dermabacter; s__Dermabacter vaginalis
Streptomyces sp. GQFP	k__ ; p__Actinomycetota; c__Actinomycetes; o__Kitasatosporales; f__Streptomycetaceae; g__Streptomyces; s__Streptomyces sp. GQFP
Streptomyces durmitorensis	k__ ; p__Actinomycetota; c__Actinomycetes; o__Kitasatosporales; f__Streptomycetaceae; g__Streptomyces; s__Streptomyces durmitorensis
